icp_category,supply_cell,salary_mid_usd,title,org,location,experience,salary_text,role_type,posted,skills,icp_reason,description,source
D,none,0,AI Fellowship (Winter 2027),ERA,"Cambridge, UK","Entry-level, Junior (1–4 years experience)",,Fellowship,24 August 2026,Research,"intake programme, course or EOI, not a vacancy","In this 10-week fellowship, you'll undertake a research project on mitigating catastrophic AI risks, choosing from three tracks: AI Governance, Technical AI Governance, or Technical AI Safety.",aisafety.com
D,none,0,Futurekind AI Fellowship (Summer 2026),Electric Sheep,Remote (Global),Entry-level,,Fellowship,20 August 2026,Research,"intake programme, course or EOI, not a vacancy","Complete a 12-week journey exploring AI applications for animal protection, progressing from immersion to specialisation to project work.",aisafety.com
D,none,0,"Research Assistant / Research Associate, Technology and National Security Program",Center fora New American Security,"Washington, DC metro area, USA","Entry-level, Junior (1–4 years experience)",,Full-time,17 August 2026,"Research, Policy","intake programme, course or EOI, not a vacancy",Conduct research and analysis on AI sovereignty and emerging technology policy for the Technology and National Security Program.,aisafety.com
D,none,0,Research Affiliates Program,Center,"Oxford, UKRemote (Global)",Multiple experience levels,,Other,11 August 2026,Research,"intake programme, course or EOI, not a vacancy",on Long-Term RiskPursue independent research on reducing risks of astronomical suffering with organisational funding and community support.,aisafety.com
D,none,0,Foresight Fellowship,Foresight Institute,Global,Junior (1–4 years experience),,Fellowship,6 August 2026,"Research, Information security","intake programme, course or EOI, not a vacancy",Advance transformative science and technology within a network of leading experts.,aisafety.com
D,none,0,Visiting Fellowship,Constellation,"San Francisco Bay Area, USA",Multiple experience levels,,Fellowship,30 July 2026,Research,"intake programme, course or EOI, not a vacancy","In this 3-6 month fellowship, you'll work on an AI safety research project from Constellation's office workspace.",aisafety.com+80k-orgpage
D,none,0,"Volunteer, AI Safety Quest",AI Safety Quest,Remote (Global),Entry-level,Unpaid,Volunteering,24 July 2026,"Communications, Operations","intake programme, course or EOI, not a vacancy",Support AI Safety Quest's,aisafety.com
D,none,0,"Course, The Future of AI",BlueDot Impact,Remote (Global),Entry-level,,Course,22 July 2026,Other,"intake programme, course or EOI, not a vacancy","This course introduces what AI can do today, where it's heading, and how to contribute to a better future.",aisafety.com+80k-orgpage
D,none,0,Career Development and Transition Funding,Coefficient Giving,"Remote, global",junior,,fund_or_award,,,"A funding programme, not a job vacancy.",Grant funding for individuals' career transitions.,80k-orgpage
D,none,0,General Application,Coefficient Giving,"Remote, global",unknown,,expression_of_interest,,,"Expression of interest, not a vacancy.",Open general application / talent-pool sign-up.,80k-orgpage
D,none,0,"Funding, Work That Builds Capacity to Address Risks From Transformative AI",Coefficient Giving,"Remote, global",unknown,,fund_or_award,,,"A grant fund, not a job vacancy.",Grant funding programme for AI-risk capacity building.,80k-orgpage
D,none,0,"Student Intern, Machine Learning, Safety, Security and Privacy (Expression of Interest)",Google DeepMind,"London, UK",junior,,expression_of_interest,,,"Internship expression of interest, not a vacancy.",Student internship EOI in ML safety/security/privacy.,80k-orgpage
D,none,0,"Short Course, AGI Safety",Google DeepMind,"Remote, global",junior,,fellowship_or_programme,,,"An educational programme, not a job at all.",Free short course on AGI safety.,80k-orgpage
D,none,0,OpenAI Cybersecurity Grant Program,OpenAI,"Remote, global",unknown,,fund_or_award,,,"A grant fund, not a vacancy.",Grant programme funding cybersecurity research.,80k-orgpage
D,none,0,Rosalind Biodefense Program,OpenAI,"Remote, global",unknown,,fellowship_or_programme,,,"A programme, not a vacancy.",Biodefense-focused programme.,80k-orgpage
D,none,0,Various Fellowships (Centers for Disease Control and Prevention),US Government,"Washington, DC metro area / Atlanta, USA",unknown,,fellowship_or_programme,,,"Fellowship programmes, not vacancies - and US Government civil service is fee-closed anyway.",Aggregate listing of CDC fellowship programmes across experience levels.,80k-orgpage
D,none,0,"List of Internship Opportunities, U.S. House of Representatives",US Government,"Washington, DC, USA",junior,,fellowship_or_programme,,,"Internships are intake programmes, not vacancies, and Congress is a fee-closed government employer.",Aggregate list of entry-level Congressional internships.,80k-orgpage
D,none,0,Innovation Fellowship (DARPA),US Government,"Arlington, VA / Washington, DC metro area, USA",unknown,,fellowship_or_programme,,,"A fellowship programme rather than a vacancy, at a fee-closed federal government employer.","DARPA innovation fellowship programme, multiple experience levels.",80k-orgpage
D,none,0,Exceptional Talent Application,Apart Research,"Remote, Global",unknown,,expression_of_interest,,,"A talent-pool sign-up / expression of interest, not a specific vacancy.","Open-ended exceptional-talent pool application, all experience levels, remote global.",80k-orgpage
D,none,0,Research Affiliates Program,Center on Long-Term Risk,"Remote, Global",unknown,,fellowship_or_programme,,,"An affiliate programme intake, not a salaried vacancy.",Affiliate programme for researchers working on s-risk topics with CLR.,80k-orgpage
D,none,0,General Application,Center on Long-Term Risk,"Remote, Global",unknown,,expression_of_interest,,,A talent-pool sign-up rather than a vacancy.,Open general application to CLR with no specific role attached.,80k-orgpage
D,none,0,Grantee,Center on Long-Term Risk,"Remote, Global",unknown,,fund_or_award,,,"A grant/award, not an employment vacancy.",Grant funding for independent work on s-risk reduction.,80k-orgpage
D,none,0,Expression of Interest,Centre for Effective Altruism,"Remote, Global",unknown,,expression_of_interest,,,"A talent-pool sign-up, not a vacancy.",Open expression of interest for future roles at CEA.,80k-orgpage
D,none,0,Expression of Interest,Concordia AI,"Remote, Global / Asia",unknown,,expression_of_interest,,,"A talent-pool sign-up, not a vacancy.",Open expression of interest for future roles at Concordia AI.,80k-orgpage
D,none,0,"Expression of Interest, Operations",Constellation,"Berkeley / San Francisco Bay Area, USA",unknown,,expression_of_interest,,,"A talent-pool sign-up, not a vacancy.",Expression of interest for future operations roles.,80k-orgpage
D,none,0,Digital Media Accelerator,Future of Life Institute,"Remote, global",unknown,,fund_or_award,,,"An accelerator/grant programme for creators, not an employment vacancy.","FLI's accelerator/fund supporting digital media creators covering AI risk, not a staff vacancy.",80k-orgpage
D,none,0,General Applications,Future of Life Institute,"Remote, global",unknown,,expression_of_interest,,,"Expression-of-interest talent pool, not a specific vacancy.",Open general-application talent-pool sign-up for FLI.,80k-orgpage
D,none,0,Expression of Interest,GovAI,"Remote, global",unknown,,expression_of_interest,,,"Talent-pool expression of interest, not a vacancy.",General expression-of-interest sign-up for future GovAI openings.,80k-orgpage
D,none,0,General Expression of Interest,Model Evaluation and Threat Research,"Remote, global",unknown,,expression_of_interest,,,"Expression of interest, not a vacancy.",Open talent-pool sign-up for future METR roles.,80k-orgpage
D,none,0,Expression of Interest,SecureBio,"Boston metro area, USA",unknown,,expression_of_interest,,,"Expression of interest, not a vacancy.",General talent-pool sign-up for future SecureBio roles.,80k-orgpage
D,none,0,Expression of Interest,Epoch AI,"Remote, Global",unknown,,expression_of_interest,,,"Talent-pool sign-up, not a vacancy.",General expression of interest across all Epoch functions.,80k-orgpage
D,none,0,List of Short-Term Policy Programs,Horizon Institute for Public Service,"Washington, DC metro area, USA",unknown,,fellowship_or_programme,,,"A directory of programmes, not a vacancy.","Curated list of short-term emerging-tech policy programmes, not a single vacancy.",80k-orgpage
D,none,0,General Applications,Longview Philanthropy,"Remote, Global",unknown,,expression_of_interest,,,"Talent-pool sign-up, not a vacancy.",Open general-application talent pool across Longview functions.,80k-orgpage
D,none,0,Biosecurity Course,BlueDot Impact,"Remote, global",junior,,fellowship_or_programme,,,"Course enrolment / intake programme, not a vacancy.","Entry-level intake for BlueDot's biosecurity training course, not employment.",80k-orgpage
D,none,0,General application,BlueDot Impact,"London, UK / San Francisco, USA",unknown,,expression_of_interest,,,Talent-pool sign-up rather than a defined vacancy.,Open application for strong candidates who don't fit a listed BlueDot role.,80k-orgpage
D,none,0,"Request for Proposals, Safety Assessment for Far-UVC Exposure",Blueprint Biosecurity,"Remote, USA",unknown,$0.5-2m award,fund_or_award,,,"A funding award / RFP, not an employment vacancy, and its listed closing date has already passed.","Grant RFP funding safety-assessment research on far-UVC exposure, with a $0.5-2m award.",80k-orgpage
D,none,0,"Request for Proposals, Pathogen-Agnostic Biothreat Detection",Blueprint Biosecurity,"Remote, global",unknown,$5000k,fund_or_award,,,"A funding award / RFP, not an employment vacancy, and its listed closing date has already passed.","Grant RFP funding pathogen-agnostic biothreat detection work, listed at $5000k.",80k-orgpage
D,none,0,Expression of Interest,Forethought,"Remote, Global",unknown,,expression_of_interest,,,"This is a talent-pool expression of interest, not a live vacancy, so there is nothing to place a candidate into.",Open expression-of-interest sign-up for future roles at Forethought's macrostrategy research nonprofit.,80k-orgpage
D,none,0,Expression of Interest,"European Union, AI Office","Brussels, Belgium (EU)",unknown,,expression_of_interest,,,"An expression-of-interest talent pool is not a vacancy, and the EU AI Office is additionally a fee-closed government employer.",Open expression-of-interest talent pool for the EU AI Office across multiple experience levels.,80k-orgpage
D,none,0,Blue Book Traineeship Programme,"European Union, European Commission","Brussels, Belgium (EU)",junior,,fellowship_or_programme,,,"A traineeship intake programme, not a vacancy, at a fee-closed government employer besides.",Entry-level structured traineeship programme at the European Commission.,80k-orgpage
D,none,0,Pioneers Program,World Bank Group,"Washington, DC, USA (World Bank)",junior,,fellowship_or_programme,,,"A cohort intake programme rather than a vacancy, and its 12 Aug 2026 deadline has already passed.",Early-career cohort entry programme at the World Bank Group.,80k-orgpage
D,none,0,"Hellman and Simons Fellow, Science, Engineering, and Technology",American Academy of Arts and Sciences,USA (location not shown per role),junior,,fellowship_or_programme,,,"A fellowship intake programme, not a permanent or contract vacancy.",Junior science and technology policy fellowship at the American Academy of Arts and Sciences.,80k-orgpage
D,none,0,William Randolph Hearst Fellow,Aspen Institute,USA (location not shown per role),junior,,fellowship_or_programme,,,"An entry-level fellowship programme, not a vacancy.",Entry-level named fellowship at the Aspen Institute.,80k-orgpage
D,none,0,Various Fellowships,Aspen Institute,USA (location not shown per role),unknown,,fellowship_or_programme,,,"A catch-all fellowships listing, not a specific vacancy.",Umbrella listing for multiple Aspen Institute fellowships across experience levels.,80k-orgpage
E,none,195000,"Product Manager, Agentic Products",Center for AI Safety,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$170,000 – $220,000",Full-time,3 August 2026,"Strategy, Software engineering","employer posts $1,500 referral bounties; fee-resistant below exec level","Take full ownership of an agentic product, defining strategy and driving execution end-to-end.",aisafety.com+80k-orgpage
E,none,180000,"Senior Manager, People Operations",Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$160,000 – $200,000",Full-time,24 August 2026,Operations,"employer posts $1,500 referral bounties; fee-resistant below exec level","Build people operations systems from the ground up, owning the full lifecycle from hiring through offboarding.",aisafety.com+80k-orgpage
E,none,175000,"Senior Manager, Strategy and Operations",Center for AI Safety,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$150,000 – $200,000",Full-time,25 August 2026,"Operations, Strategy","employer posts $1,500 referral bounties; fee-resistant below exec level",Turn ambiguous mandates into clear plans and repeatable systems across the organization.,aisafety.com+80k-orgpage
E,none,175000,"Senior Manager, Product Marketing",Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$150,000 – $200,000",Full-time,24 August 2026,Communications,"employer posts $1,500 referral bounties; fee-resistant below exec level",Transform AI safety research into public campaigns that reach mainstream audiences through compelling storytelling.,aisafety.com+80k-orgpage
E,none,170000,Research Engineer / Research Scientist,Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$140,000 – $200,000",Full-time,21 July 2026,"Research, Software engineering","employer posts $1,500 referral bounties; fee-resistant below exec level",Lead high-impact empirical research on AI safety with large language models and frontier AI systems.,aisafety.com+80k-orgpage
E,none,165000,Founding Recruiter,Center for AI Safety,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$145,000 – $185,000",Full-time,24 August 2026,Operations,"employer posts $1,500 referral bounties; fee-resistant below exec level","Build CAIS's recruiting function from scratch, managing the full lifecycle from sourcing through offer close.",aisafety.com+80k-orgpage
E,none,157938,"Principal Researcher, AI Risk Management","US Government,","Boulder, CO, USAWashington, DC metro area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$118,675 – $197,200",Full-time,20 August 2026,"Policy, Research","government civil service, fee-closed",National Institute of Standards and TechnologyEstablish national and international practices for trustworthy AI technology through the NIST AI Risk Management Framework.,aisafety.com
E,none,140000,Social Media and Community Manager,Center for AI Safety,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$120,000 – $160,000",Full-time,24 August 2026,Communications,"employer posts $1,500 referral bounties; fee-resistant below exec level",Run CAIS's daily social media presence and build community conversations that spread AI safety ideas across platforms.,aisafety.com+80k-orgpage
E,biosecurity-science,136500,"Research Scientist, Biological Models, Chem-Bio","UK Government, AI Security Institute","London, UK",senior,£65-145k,permanent,,,"Real senior biosecurity/AI-evals vacancy, but UK AISI is explicitly fee-closed government civil service.","Research scientist on biological models for chem-bio AI risk evaluations, mid-to-senior.",aisafety.com+80k-orgpage
E,biosecurity-science,136500,"Research Scientist, Virologist, Chem-Bio","UK Government, AI Security Institute","London, UK",senior,£65-145k,permanent,,,"Real senior biosecurity-science vacancy, but UK AISI is explicitly fee-closed government civil service.","Virology research scientist for chem-bio AI risk evaluations, mid-to-senior.",aisafety.com+80k-orgpage
E,ai-research,136500,"Senior Software Engineer, Chem-Bio","UK Government, AI Security Institute","London, UK",senior,£65-145k,permanent,,,"Real senior engineering vacancy in a supplied function, but UK AISI is explicitly fee-closed government civil service.",Senior software engineer building infrastructure for chem-bio evaluations.,aisafety.com+80k-orgpage
E,biosecurity-science,136500,"Research Scientist, Virologist, Chem-Bio",UK Government,"London, UK (AI Security Institute)",senior,£65-145k,permanent,,,"Real senior biosecurity-science vacancy, but UK AISI is explicitly fee-closed government civil service.","Virology research scientist for AISI's chem-bio evaluations work, mid-to-senior.",80k-orgpage
E,ai-research,136500,"Software Engineer, Core Technology","UK Government, AI Security Institute","London, UK",mid,£65-145k,permanent,,,"Real junior-to-mid engineering vacancy, but UK AISI is explicitly fee-closed government civil service.",Junior-to-mid software engineer on AISI's core technology platform.,80k-orgpage
E,none,95000,"Associate, Operations",Center for AI Safety,"San Francisco Bay Area, USA","Entry-level, Junior (1–4 years experience)","$80,000 – $110,000",Full-time,28 August 2026,Operations,"employer posts $1,500 referral bounties; fee-resistant below exec level","Coordinate core operational workflows across office, systems, and people operations to keep CAIS running smoothly.",aisafety.com+80k-orgpage
E,nonprofit-ops-exec,91000,Head of Finance and Business Services,UK Government,"London, UK (AI Security Institute)",mid,~£70k,permanent,,,"Real ops/finance vacancy but UK Government civil service is fee-closed, and the closing date has already passed.","Finance and business services lead for the AI Security Institute, mid-level (5-9 yrs).",80k-orgpage
E,nonprofit-ops-exec,91000,"Head of Business Operations, AI Safety Institute",UK Government,"London, UK (AI Security Institute)",mid,~£70k,permanent,,,"Real operations vacancy but UK Government civil service is fee-closed, and the closing date has already passed.","Business operations lead for the AI Safety Institute, mid-level (5-9 yrs).",80k-orgpage
E,none,78300,Contract Agents (x40),"European Union, AI Office","Brussels, Belgium",Multiple experience levels,"€45,000 – €100,000",Full-time,10 August 2026,"Policy, Legal, Operations, Software engineering","government civil service, fee-closed",This call is fo,aisafety.com+80k-orgpage
E,none,0,"Systems Architect, AI Security","US Government,Oak Ridge National Laboratory","Oak Ridge, TN, USA",Multiple experience levels,,Full-time,26 August 2026,"Software engineering, Information security","government civil service, fee-closed","Design scalable systems for AI security testing, red/blue team exercises, and AI-on-AI adversarial evaluation.",aisafety.com
E,none,0,"Expression of Interest, Various Profiles","European Union, AI Office","Brussels, Belgium",unknown,,expression_of_interest,,,"Fee-closed government employer, and an EOI rather than a vacancy.",Open expression-of-interest pool for various profiles.,80k-orgpage
E,none,0,"List of Staff Opportunities, U.S. House of Representatives",US Government,"Washington, DC, USA",unknown,,unknown,,,The underlying staff jobs are real vacancies but US Government / Congress is fee-closed civil service.,"Aggregate index of Congressional staff vacancies across experience levels, not a single role.",80k-orgpage
E,biosecurity-science,0,"Principal Expert / Group Leader, Emergency Preparedness and Response","European Union, Centre for Disease Prevention and Control","Stockholm, Sweden (ECDC, EU agency)",senior,,unknown,,,"A genuinely senior biosecurity role, but ECDC is an EU government agency and therefore a fee-closed employer; its 18 Aug 2026 deadline has also already passed.",Senior (10+ years) principal expert leading ECDC's emergency preparedness and response group.,80k-orgpage
